answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Labor shortages and increased government spending led to rising wages.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph""><div class=""paragraph""><span class=""stressed_text_3"">Part II</span>            — IMPACT OF THE WAR ON THE UNITED STATES ECONOMY          </div><div class=""paragraph"">The task of fighting the war in Europe and the Pacific had a great impact on the American economy. About 15 million men and women entered the armed services and had to be supplied. The need to mobilize America for war, therefore, affected every segment of American society.</div><div class=""paragraph""><span class=""stressed_text_3"">Source E :</span><span class=""stressed_text_2""> These graphs show various pieces of information about the wartime economy.</span></div><div align=""center"" class=""paragraph""><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""314"" src=""./HistMed_files/ItemResource(4)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""393""/></div><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""255"" src=""./HistMed_files/ItemResource(5)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""578""/></div><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""348"" src=""./HistMed_files/ItemResource(6)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""498""/></div><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""245"" src=""./HistMed_files/ItemResource(7)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""441""/></div></div></div><br>11. <div class=""paragraph"" style=""padding-left:32px"">The information in Source E supports which statement about the economy during the Second World War?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The United States was unable to shift production from civilian to military products.</span></span></div>
<div>B. <span class=""itemtext""><span>Strains on the economy during wartime led to a recession.</span></span></div>
<div>C. <span class=""itemtext""><span>Labor shortages and increased government spending led to rising wages.</span></span></div>
<div>D. <span class=""itemtext""><span>The war could not remove many lingering economic effects of the Great Depression.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2010-12H11 #5 H064201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>The war caused a major increase in economic production in the United States.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph""><div class=""paragraph""><span class=""stressed_text_3"">Part II</span>            — IMPACT OF THE WAR ON THE UNITED STATES ECONOMY          </div><div class=""paragraph"">The task of fighting the war in Europe and the Pacific had a great impact on the American economy. About 15 million men and women entered the armed services and had to be supplied. The need to mobilize America for war, therefore, affected every segment of American society.</div><div class=""paragraph""><span class=""stressed_text_3"">Source E :</span><span class=""stressed_text_2""> These graphs show various pieces of information about the wartime economy.</span></div><div align=""center"" class=""paragraph""><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""314"" src=""./HistMed_files/ItemResource(4)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""393""/></div><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""255"" src=""./HistMed_files/ItemResource(5)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""578""/></div><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""348"" src=""./HistMed_files/ItemResource(6)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""498""/></div><div class=""stdaln_img""><img alt=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" class=""inln_img"" height=""245"" src=""./HistMed_files/ItemResource(7)"" title=""Five graphs. In first graph, 'Military Expenditures and National Debt During World War II,' military expenditures goes from $1 billion in 1940 to over $80 billion in 1945, while national debt goes from 50 billion in 1940 to 260 billion in 1945. Second graph, 'Passenger Car Production, 1939-1946,' shows production going from 3.75 million in 1940 to less than .1 million in 1944. Third graph, 'Military Aircraft Production, 1939-1946' shows production going from 1 thousand in 1939 to over 90 thousand in 1945. Fourth graph, 'Gross National Product and Unemployment, 1940-1945,' shows GNP going from $100 billion in 1940 to over $200 billion in 1945, while the unemployment rate goes from 14.6 percent in 1940 to 1.9 percent in 1945. Final graph, 'Wages, 1935-1945' goes from average weekly earnings of $22 in 1935 to $50 in 1945."" width=""441""/></div></div></div><br>12. <div class=""paragraph"" style=""padding-left:32px"">Based on the information shown in Source E, which statement is correct?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The war caused a major increase in the unemployment rate in the United States.</span></span></div>
<div>B. <span class=""itemtext""><span>The war caused a major increase in economic production in the United States.</span></span></div>
<div>C. <span class=""itemtext""><span>Increases in the national debt limited economic growth during the war.</span></span></div>
<div>D. <span class=""itemtext""><span>The strain of the Great Depression made it difficult for the United States economy to respond to wartime production needs.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2010-12H11 #6 H064301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Study tools, bones, and pottery left in the cliff houses.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>13. <div class=""paragraph"">Question refers to the picture below.<div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Picture of cliff houses in southwestern United States"" class=""inln_img"" height=""413"" src=""./HistMed_files/ItemResource(8)"" title=""Picture of cliff houses in southwestern United States"" width=""575""/></div></div></div><div class=""paragraph"">The remains of this Sinaguan cliff house tell us something about the way ancient people lived in what is now the southwestern part of the United States. Which of the activities below would be the best way to learn how the Sinaguan people lived in ancient times?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Study letters and diaries left in the cliff houses.</span></span></div>
<div>B. <span class=""itemtext""><span>Talk to people living near the cliff houses.</span></span></div>
<div>C. <span class=""itemtext""><span>Study tools, bones, and pottery left in the cliff houses.</span></span></div>
<div>D. <span class=""itemtext""><span>Camp out in the cliff houses for a couple of days.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H7 #1 H057201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>provide an escape route for slaves fleeing their masters</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>14. <div class=""paragraph"">The purpose of the Underground Railroad was to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>make transportation to the western frontier easier</span></span></div>
<div>B. <span class=""itemtext""><span>take Native Americans to reservations in the West</span></span></div>
<div>C. <span class=""itemtext""><span>provide an escape route for slaves fleeing their masters</span></span></div>
<div>D. <span class=""itemtext""><span>provide a way for European immigrants to move to the Midwest</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H7 #8 H057901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Sometime in the future slavery would disappear from the United States.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>15. <div class=""paragraph""><div class=""paragraph"" style=""text-indent:15px; padding-left:30px;"">A house divided against itself cannot stand. I believe this government cannot endure permanently half slave and half free. I do not expect the Union to be dissolved—I do not expect the house to fall—but I do expect it will cease to be divided.<div class=""attrib"">— Abraham Lincoln, 1858</div></div></div><div><div class=""paragraph""></div>What did Abraham Lincoln mean in this speech?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The South should be allowed to separate from the United States.</span></span></div>
<div>B. <span class=""itemtext""><span>The government should support slavery in the South.</span></span></div>
<div>C. <span class=""itemtext""><span>Sometime in the future slavery would disappear from the United States.</span></span></div>
<div>D. <span class=""itemtext""><span>Americans would not be willing to fight a war over slavery.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H7 #9 H058001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>The Civil War</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>16. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Military poster requesting: MEN OF COLOR; TO ARMS! TO ARMS!; NOW OR NEVER; THREE YEARS' SERVICE!; BATTLES OF LIBERTY AND THE UNION; FAIL NOW &amp; OUR RACE IS DOOMED; VALOR AND HEROISM; ARE FREEMEN LESS BRAVE THAN SLAVES?; OUR LAST OPPORTUNITY HAS COME; MEN OF COLOR, BROTHERS AND FATHERS; WE APPEAL TO YOU!; STRIKE NOW!"" height=""385"" src=""./HistMed_files/ItemResource(9)"" title=""Military poster requesting: MEN OF COLOR; TO ARMS! TO ARMS!; NOW OR NEVER; THREE YEARS' SERVICE!; BATTLES OF LIBERTY AND THE UNION; FAIL NOW &amp; OUR RACE IS DOOMED; VALOR AND HEROISM; ARE FREEMEN LESS BRAVE THAN SLAVES?; OUR LAST OPPORTUNITY HAS COME; MEN OF COLOR, BROTHERS AND FATHERS; WE APPEAL TO YOU!; STRIKE NOW!"" width=""235""/></div><div class=""paragraph""></div><div class=""paragraph""></div></div><div class=""paragraph"">This poster wants ""men of color"" to fight in which war?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The Revolutionary War</span></span></div>
<div>B. <span class=""itemtext""><span>The Civil War</span></span></div>
<div>C. <span class=""itemtext""><span>The Second World War</span></span></div>
<div>D. <span class=""itemtext""><span>The Vietnam War</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H7 #10 H058101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>many people had little money to buy food</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>17. <div class=""paragraph""><img align=""middle"" alt=""Photograph showing people waiting in a breadline in New York City during the Depression"" height=""477"" src=""./HistMed_files/ItemResource(10)"" title=""Photograph showing people waiting in a breadline in New York City during the Depression"" width=""384""><div class=""paragraph"" style=""padding-left:50px"">National Archives Franklin D. Roosevelt Library</div><div class=""paragraph""></div><div class=""paragraph""></div></img></div><div class=""paragraph"">The photograph above shows a breadline in New York City during the Great Depression. Such breadlines were common during this period because</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>many people had little money to buy food</span></span></div>
<div>B. <span class=""itemtext""><span>dust bowls in the West caused a shortage of wheat</span></span></div>
<div>C. <span class=""itemtext""><span>most food went to feed soldiers fighting in the Second World War</span></span></div>
<div>D. <span class=""itemtext""><span>most farmers left their farms for jobs in the cities</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H7 #12 H058301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Cherokee Indians</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>18. <div class=""paragraph"">Which group of Americans followed what has become known as the ""Trail of Tears"" when they were forced to leave their homes?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Japanese Americans</span></span></div>
<div>B. <span class=""itemtext""><span>Irish Americans</span></span></div>
<div>C. <span class=""itemtext""><span>Cherokee Indians</span></span></div>
<div>D. <span class=""itemtext""><span>Mormons</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H8 #6 H034601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>slave states</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>19. <div class=""paragraph""><img align=""middle"" alt=""Map of the United States in 1850. States in southeastern portion of country shaded."" height=""410"" src=""./HistMed_files/ItemResource(11)"" title=""Map of the United States in 1850. States in southeastern portion of country shaded."" width=""589""><div class=""paragraph""></div></img></div><div class=""paragraph"">On the map above, the shaded area shows</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>free states</span></span></div>
<div>B. <span class=""itemtext""><span>slave states</span></span></div>
<div>C. <span class=""itemtext""><span>eastern states</span></span></div>
<div>D. <span class=""itemtext""><span>northern states</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H8 #9 H034801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Chicago became an important transportation center because of its central position in the railroad system.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is about the map below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""><img align=""middle"" alt=""Graphic showing transcontinental railroads between the years of 1865 and 1900"" height=""401"" src=""./HistMed_files/ItemResource(12)"" title=""Graphic showing transcontinental railroads between the years of 1865 and 1900"" width=""592""/></div><div class=""paragraph""></div></div></div><br>20. <div class=""paragraph"">How did the building of the railroad system shown on the map affect the city of Chicago?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Chicago became smaller because the railroads allowed many people to leave.</span></span></div>
<div>B. <span class=""itemtext""><span>Chicago became poorer because more trade moved to the southern states.</span></span></div>
<div>C. <span class=""itemtext""><span>Chicago became an important transportation center because of its central position in the railroad system.</span></span></div>
<div>D. <span class=""itemtext""><span>The railroads allowed Chicago to conduct more trade with Europe than any other city in the country conducted.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H8 #12 H035002</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>It helped begin the modern civil rights movement.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>21. <div class=""paragraph"">In Montgomery, Alabama, African Americans were required by law to sit in the back of city buses. From 1955 to 1956, African Americans organized a bus boycott, refusing to ride on the city buses. Why was the Montgomery bus boycott important?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>It helped African American workers to get higher pay.</span></span></div>
<div>B. <span class=""itemtext""><span>It helped begin the modern civil rights movement.</span></span></div>
<div>C. <span class=""itemtext""><span>It forced southern bus lines to close.</span></span></div>
<div>D. <span class=""itemtext""><span>It led people to be more conscious of conserving energy.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-4H8 #16 H035401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>they would not pay enough attention to their families</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>22. <div class=""paragraph""><img align=""middle"" alt=""Women's right to vote cartoon with heading 'Mind the Baby, I Must Vote Today.' Includes woman leaving the house and man holding baby."" height=""713"" src=""./HistMed_files/ItemResource(13)"" title=""Women's right to vote cartoon with heading 'Mind the Baby, I Must Vote Today.' Includes woman leaving the house and man holding baby."" width=""556""><div class=""paragraph"" style=""text-align:left; padding-left:40px;"">Courtesy Museum of American Political Life. University of Hartford, Hartford, CT.</div></img></div><div class=""paragraph"" style=""text-align:left; padding-right:420px; padding-left:30px;"">The cartoon above is about women's fight for the right to vote. The message of the cartoon is that women should not vote because if women voted</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>men would lose their jobs</span></span></div>
<div>B. <span class=""itemtext""><span>people would have too many children</span></span></div>
<div>C. <span class=""itemtext""><span>they would not pay enough attention to their families</span></span></div>
<div>D. <span class=""itemtext""><span>they would have to go fight in wars</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H7 #11 H058201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>The Second World War</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is based on the graph below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""><img align=""middle"" alt=""Graphic indicating United States Military Spending during the years of 1935 and 1941, in billions of dollars"" height=""328"" src=""./HistMed_files/ItemResource(14)"" title=""Graphic indicating United States Military Spending during the years of 1935 and 1941, in billions of dollars"" width=""335""/></div><div class=""paragraph""></div></div></div><br>23. <div class=""paragraph"">Which event caused the largest change in military spending shown in the graph?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The First World War</span></span></div>
<div>B. <span class=""itemtext""><span>The Second World War</span></span></div>
<div>C. <span class=""itemtext""><span>The Vietnam War</span></span></div>
<div>D. <span class=""itemtext""><span>The Korean War</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H7 #14 H058501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>homes for several hundred American Indians</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>24. <div class=""paragraph""><table width=""411""><tbody><tr><td><img align=""middle"" alt=""Photograph showing cliff houses"" height=""618"" src=""./HistMed_files/ItemResource(15)"" title=""Photograph showing cliff houses"" width=""411""/></td></tr><tr><td><div class=""paragraph"" style=""text-align:right;font-size:80%"">The Image Bank</div></td></tr></tbody></table><div class=""paragraph""></div></div><div class=""paragraph"">The structures in the photograph above were built to be</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>the palace of an American Indian tribal chieftain</span></span></div>
<div>B. <span class=""itemtext""><span>homes for several hundred American Indians</span></span></div>
<div>C. <span class=""itemtext""><span>a fortress for the protection of Spanish settlers</span></span></div>
<div>D. <span class=""itemtext""><span>a religious center for European missionaries</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H8 #2 H034201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Franklin Roosevelt</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>25. <div class=""paragraph"">Who was President during the Second World War?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>George Washington</span></span></div>
<div>B. <span class=""itemtext""><span>Woodrow Wilson</span></span></div>
<div>C. <span class=""itemtext""><span>Franklin Roosevelt</span></span></div>
<div>D. <span class=""itemtext""><span>John Kennedy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H8 #15 H035301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>born in Spain</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>26. <div class=""paragraph"">The most powerful social class in Spain's American colonies in the 1500's was composed of people</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>of mixed Spanish and Indian ancestry</span></span></div>
<div>B. <span class=""itemtext""><span>of Mexican ancestry</span></span></div>
<div>C. <span class=""itemtext""><span>of Spanish ancestry born in America</span></span></div>
<div>D. <span class=""itemtext""><span>born in Spain</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H9 #1 H060401</span></div></div>"
